$q_z (\AA^{-1})$,qx = 0.00613,$q_z (\AA^{-1})$,qx = 0.00919,$q_z (\AA^{-1})$,qx = 0.01226,$q_z (\AA^{-1})$,qx = 0.01532,$q_z (\AA^{-1})$,qx = 0.01839,$q_z (\AA^{-1})$,qx = 0.02145,$q_z (\AA^{-1})$,qx = 0.02452,$q_z (\AA^{-1})$,qx = 0.02758,$q_z (\AA^{-1})$,qx = 0.03065,$q_z (\AA^{-1})$,qx = 0.03371,$q_z (\AA^{-1})$,qx = 0.03678,$q_z (\AA^{-1})$,qx = 0.03984,$q_z (\AA^{-1})$,qx = 0.04291,$q_z (\AA^{-1})$,qx = 0.04597,$q_z (\AA^{-1})$,qx = 0.04904,$q_z (\AA^{-1})$,qx = 0.0521,$q_z (\AA^{-1})$,qx = 0.05517,$q_z (\AA^{-1})$,qx = 0.05823,$q_z (\AA^{-1})$,qx = 0.0613,$q_z (\AA^{-1})$,qx = 0.06436
-0.001153329,22568.18109,-0.00169152,1735.135589,-0.002277426,625.7500415,-0.002813395,70.77430379,-0.003396877,46.77229389,-0.003930623,23.76898067,-0.004511678,43.97594323,-0.0050432,18.74220745,-0.005621828,5.126642889,-0.006151125,3.628597889,-0.006727326,2.330292222,-0.00730226,2.563321445,-0.006288588,1.998235178,-0.005108962,1.066102455,-0.002858358,0.866530529,-0.001199903,2.399930212,0.001631257,0.933306194,0.004792669,1.066391432,0.008317193,0.666202532,0.012184101,0.965406778
-0.001044314,22366.79323,-0.001531472,1548.916739,-0.002061702,555.6961059,-0.002546631,62.56534142,-0.003074428,59.50200379,-0.003557128,26.4712328,-0.004082492,39.05755481,-0.004562961,15.98263112,-0.005085892,3.596092003,-0.005564129,3.296417669,-0.006084625,3.496200558,-0.00656063,3.030040484,-0.005539694,1.498955696,-0.004305365,1.466105818,-0.001989661,0.999919479,-0.000288591,0.866663862,0.002593766,0.766604934,0.005808198,0.833014669,0.009387056,0.86590191,0.013360348,0.965184617
-0.000895294,21716.12053,-0.001370957,1379.248528,-0.001805865,437.7467196,-0.00227909,60.11357493,-0.002711763,73.70157414,-0.003182549,27.60894937,-0.003612985,39.13210556,-0.004081332,13.45478353,-0.004509531,2.497793972,-0.004975438,2.331274374,-0.0054014,3.396999802,-0.005864865,3.5635194,-0.004759981,1.432575174,-0.003480806,1.866185006,-0.001135211,2.699921489,0.000622809,2.266659332,0.003555484,0.866530529,0.00685443,1.532522279,0.010500623,0.566051519,0.014541748,0.93167935
-0.000790341,21924.89187,-0.001210025,1227.777956,-0.001593615,348.7570253,-0.002010856,60.62443038,-0.002392205,92.6021519,-0.002807001,28.08043671,-0.00318611,32.04434177,-0.00359846,12.39136709,-0.003975327,1.931987342,-0.004351121,2.798050633,-0.004759855,3.963905063,-0.005133406,3.597493671,-0.004012627,1.332823471,-0.002679532,1.366451988,-0.000280415,1.233329342,0.00153402,0.833309102,0.004539116,1.099716164,0.007870781,0.999303798,0.011620279,0.665797778,0.015727907,1.297377859
-0.000685147,21828.3145,-0.001048724,1086.791506,-0.00138088,273.3220169,-0.001742008,60.00157879,-0.00207192,99.84715805,-0.002400757,31.35007532,-0.002758264,28.75145058,-0.003084855,11.12744437,-0.003439911,2.998413155,-0.003764256,2.498677629,-0.004116861,3.531464382,-0.004438958,4.131147013,-0.00326405,1.499612951,-0.001877442,1.599871166,0.000574467,2.699991263,0.002444763,1.166572725,0.005503065,0.932976429,0.008926547,0.832597991,0.012689823,2.3630382,0.016918425,0.598641403
-0.000579745,22347.61773,-0.000887104,998.4513824,-0.001167725,218.3498051,-0.001472631,64.10880894,-0.001751003,117.4217478,-0.002028299,33.15398383,-0.002329577,22.49139607,-0.002604624,9.129840774,-0.002903447,4.5315998,-0.003176244,3.098814569,-0.003447964,3.765226305,-0.003743158,3.598623371,-0.00251448,1.566420571,-0.00107478,3.233239314,0.001429173,1.033303286,0.003354762,0.699890042,0.006465337,1.599153682,0.009942441,0.932320149,0.01381593,0.865130825,0.018112897,1.163738189
-0.000474165,22422.61274,-0.000725213,890.3368715,-0.000954214,169.1563409,-0.001182137,86.44435545,-0.001429553,128.3002192,-0.001655224,32.82486126,-0.001900181,18.56187586,-0.002123599,7.431415291,-0.00234594,5.098684034,-0.002587264,5.865152876,-0.002807351,3.99896787,-0.003046217,3.532421618,-0.001764143,1.333225971,-0.000271791,1.966660303,0.002283444,1.133242076,0.004263738,1.266339825,0.007462687,0.999303798,0.011006406,0.699087667,0.014947017,0.931450771,0.019350304,0.922456111
-0.000368442,22205.97795,-0.000563101,821.3376288,-0.000740412,123.8472094,-0.000916644,72.988533,-0.001107667,136.6451988,-0.001281644,31.6616924,-0.001470207,20.73007649,-0.001641928,12.69800506,-0.001812571,14.09778514,-0.001997497,9.831788691,-0.002165884,4.099355963,-0.002333192,2.06634203,-0.001013269,3.433233498,0.000531281,3.16665642,0.003155116,0.933186723,0.005185207,1.499426404,0.008425387,0.999117589,0.012076276,0.965184617,0.016082702,0.864704248,0.020595345,1.129956282
-0.000262606,22510.42061,-0.000400818,770.6712727,-0.000526384,92.9925115,-0.000650871,75.89388842,-0.000785444,144.1883888,-0.000907674,33.63062513,-0.001028824,9.165928553,-0.001159757,5.166250639,-0.00127865,8.83262206,-0.001407121,6.03284752,-0.001523757,1.933177658,-0.001639313,1.466548568,-0.000261621,1.39999547,0.001334192,1.466624019,0.004012432,1.266339825,0.006109788,1.732416489,0.009431883,0.665942963,0.013151692,0.765308038,0.017259671,0.972552629,0.021803695,1.162940504
-0.00015669,22396.91539,-0.000238413,783.277223,-0.000312196,100.6304071,-0.0003849,92.99729573,-0.000462981,154.6621692,-0.000533427,41.66545508,-0.000602792,13.36627799,-0.000677232,8.966405932,-0.00074434,13.69960163,-0.000810367,9.833047398,-0.000881165,5.199848793,-0.000944934,4.199877872,0.000487286,2.549991748,0.002136696,1.466548568,0.004868526,0.733052909,0.007018711,1.16585443,0.010444794,0.798957333,0.014232292,1.26411176,0.018444982,0.99724985,0.023106525,1.063053932
-5.07E-05,22387.52756,-7.59E-05,725.7643181,-9.79E-05,69.69977446,-0.000118812,75.89975439,-0.000140378,144.7995314,-0.000159018,32.73322741,-0.000176577,6.333312839,-0.000194501,3.933320605,-0.000209802,14.96661824,-0.000224024,21.96659558,-0.000238306,6.166646712,-0.000250268,1.39999547,0.00124029,1.133300378,0.002938549,1.166483404,0.005723138,2.33209912,0.007967104,1.099029348,0.011408153,0.832055704,0.015317709,1.230540661,0.019596622,0.830850207,0.02437174,0.896802287
5.53E-05,22351.761,8.66E-05,753.7308943,0.000116399,92.93303261,0.000147313,89.93304232,0.000182268,160.0994819,0.00021544,41.56653216,0.000249692,11.69996214,0.000288289,8.999970877,0.000324799,26.76658005,0.000362388,18.16660788,0.000404627,3.799987703,0.000444474,3.699988027,0.001991025,2.366476099,0.003739506,1.666236612,0.006612849,1.16585443,0.008876122,1.331885927,0.012428266,0.998227875,0.016407569,1.196987852,0.020751263,1.628116706,0.025642736,0.929893461
0.000161214,22507.7455,0.00024904,744.17836,0.000330676,86.56414946,0.000413392,76.29778133,0.000504859,143.1291713,0.000589832,33.13236988,0.000675885,7.533114278,0.000770991,4.466536784,0.000859301,8.833076476,0.00094869,5.866496075,0.001047436,2.433262576,0.001139082,1.933277115,0.002741154,1.33312389,0.00456671,1.599388165,0.007468374,0.86590191,0.009833334,1.098566333,0.013453784,1.26411176,0.017501499,1.362908128,0.022000605,0.86373132,0.026971741,0.996222424
0.000267127,22385.43068,0.000411439,801.3021394,0.000544853,107.391352,0.000679346,72.3608396,0.000827296,140.2220415,0.000964044,32.89735084,0.001101872,11.53240465,0.001253459,4.899605445,0.001393541,7.266081544,0.001547589,6.366154013,0.001689926,5.199581288,0.001833342,3.433056876,0.003490449,1.199690361,0.005369827,2.665256137,0.008367784,1.531668816,0.010796809,1.431135811,0.014484357,1.130767094,0.018599117,1.495530373,0.023164451,1.029661885,0.028309905,1.427856041
0.000372959,21944.55236,0.000573712,845.0672341,0.000758864,138.8781813,0.000945093,69.75570756,0.001149481,126.1468481,0.001337963,32.42823863,0.001544809,14.39773802,0.001735544,6.598963257,0.001927357,6.032385604,0.002137836,4.8659022,0.002331901,3.866059282,0.002527044,2.999528753,0.00423868,1.499426404,0.006171309,1.598886076,0.009223132,0.965406778,0.01170609,1.896632963,0.015519628,1.329986502,0.01970004,1.395528605,0.024430973,0.996314423,0.029656689,2.125208175
0.000478677,22398.78556,0.000735811,952.7874197,0.000972643,192.0171072,0.001210551,70.44848397,0.001471315,122.468391,0.001711474,32.6582376,0.001974693,27.05968259,0.002217101,8.064585204,0.002460586,4.832086176,0.002727432,4.29889046,0.002973166,3.599071083,0.003242466,2.799277509,0.005017588,3.164991663,0.007012318,1.465372464,0.010131091,1.63082918,0.01267652,2.129030333,0.01655924,1.628841422,0.020895886,1.262376544,0.025707557,1.75999295,0.031011545,2.756345612
0.000584249,22071.22347,0.000897685,1034.437616,0.001186126,244.6730686,0.001502014,63.942206,0.001792702,111.9238509,0.002084464,32.12104564,0.002403975,24.29070775,0.002697983,10.49598483,0.003019944,3.132135156,0.003316198,3.165455743,0.003613526,4.564920387,0.003939107,3.698585131,0.005767681,2.031917722,0.007814444,5.394138004,0.011045191,1.563890338,0.013652242,1.729408496,0.017602828,1.16319029,0.022006675,0.66429799,0.026993688,1.759915585,0.032435188,2.21704087
0.000689643,21952.31554,0.001059287,1182.17436,0.001399248,330.0919726,0.001771338,69.49655378,0.002113542,100.1136837,0.002472446,53.42172771,0.002832525,34.04864716,0.003178043,14.32575174,0.003556194,5.43045938,0.003903953,4.930723854,0.004284549,5.43045938,0.004634549,4.764145346,0.006516017,3.030656686,0.008664887,2.030683222,0.011932811,2.295360828,0.014632918,1.230237514,0.018650026,1.329074862,0.023220394,1.162366827,0.028231876,2.191620931,0.033869977,1.59465917
0.000794827,21701.34761,0.001220565,1307.72226,0.001611944,394.6583798,0.002040123,58.85899367,0.002433739,81.90960127,0.002864359,27.68071519,0.003260212,36.30803798,0.003693272,13.25743038,0.004091361,2.564879747,0.00452686,2.398329114,0.004927185,3.197772152,0.005328578,3.664113924,0.007308326,2.863554743,0.009466627,3.161811676,0.012821365,1.729408496,0.015618205,1.728566407,0.019792369,0.830510884,0.02439195,2.366028258,0.029592489,2.623509679,0.035315291,1.869371829
0.000899769,21608.14922,0.001381471,1448.85372,0.001824148,475.4467566,0.002308286,60.04696709,0.002753194,66.84096669,0.003239766,26.77635138,0.003686906,38.39941933,0.004175912,14.62042072,0.004625282,2.69761749,0.00511672,2.364578294,0.005568319,3.263784124,0.006062189,3.396999802,0.0080571,2.263712445,0.010325409,3.027957888,0.013747439,1.462985152,0.016607757,1.16319029,0.020850092,1.494670478,0.025569101,2.789300173,0.030904089,2.424628966,0.036770484,3.09207729
0.001049182,22122.82503,0.001541957,1614.944984,0.002080744,570.0804739,0.002575746,81.24504154,0.003116961,58.96924942,0.003614187,24.87296969,0.004157829,42.52045822,0.004657279,18.71299727,0.005203347,4.461817855,0.005705021,2.996743336,0.006253514,2.630474706,0.00675741,2.630474706,0.008858638,7.022550144,0.011190239,2.894150609,0.014678395,1.229941482,0.017601223,1.030033018,0.021960637,1.868089543,0.026808313,2.78933573,0.032223095,1.893657765,0.038304459,8.350045795
0.001158182,22456.72654,0.001701973,1815.863569,0.002296411,684.3735359,0.002842421,103.7312938,0.003439278,39.98115656,0.003987507,23.30292222,0.004586783,47.13848267,0.005137228,24.16845934,0.005738923,31.62539445,0.006341879,6.458238445,0.006895696,2.363582111,0.007501068,2.763060778,0.009606877,2.029730013,0.012060816,1.629634929,0.015613903,1.36259434,0.018644152,1.14610502,0.023077615,2.390933819,0.028056472,2.988808494,0.033614349,1.719822083,0.039851049,11.31883227
0.001266829,22281.85268,0.001861471,1990.410374,0.002511377,811.0879005,0.00310823,78.11338952,0.003760548,28.95553851,0.004414124,18.77117669,0.00501434,43.49987222,0.005670326,19.76964353,0.006272751,8.486968183,0.006931146,5.125463138,0.007590797,1.730675865,0.00819658,2.329755972,0.010416603,1.696571047,0.012863192,1.69573279,0.01655363,1.661343578,0.019694703,2.05932377,0.024255313,2.324416811,0.029313056,2.823198112,0.035016005,3.55755129,0.041409523,19.55847774
0.001375091,22001.57458,0.002020402,2142.895779,0.002725579,934.075097,0.00343201,92.33607845,0.004080673,23.79109769,0.004789506,22.22720735,0.005499592,40.42822894,0.006151604,19.89800898,0.006864089,11.94546024,0.007548065,7.087417913,0.008233185,2.362472638,0.008949321,1.696987388,0.011232312,1.762666352,0.013739811,1.462633113,0.017543089,1.943395469,0.020702161,3.95204721,0.02538601,3.685907929,0.030577533,2.325544624,0.036496934,12.8743734,0.043054676,25.16544013
0.001482933,22078.04456,0.002242022,2374.268015,0.00293895,1074.428464,0.003700433,119.9242867,0.004463163,25.11590471,0.005163429,15.00301063,0.00592855,37.05843424,0.006694919,18.42941882,0.007398519,15.76813091,0.008167277,8.782250125,0.008937281,2.960682807,0.009644212,2.361893026,0.012053716,1.629233465,0.014621268,2.193444548,0.018540508,2.922911157,0.021817056,3.287534001,0.026580804,3.437129769,0.031914714,2.218321237,0.037919524,14.48144716,0.044714115,26.04776021
0.001590324,22281.59929,0.002404242,2650.584583,0.003151427,1222.392486,0.003967728,150.7911177,0.004785272,28.50198233,0.005604058,12.27214875,0.006355703,32.45966716,0.007176869,17.72643709,0.007999276,15.09906649,0.008822924,9.57826244,0.009579024,4.157231962,0.010405048,2.061987053,0.012841487,1.620531006,0.015507248,3.156552798,0.019495238,4.38378346,0.02283336,4.715245531,0.027784475,2.989268589,0.03326282,4.654740006,0.039424085,23.1403114,0.046387014,21.24427305
0.00169723,21972.47425,0.00256573,2905.754509,0.003435468,1357.384224,0.004233815,182.4408984,0.005105923,38.1706126,0.005979268,12.73462075,0.006853849,25.70198915,0.007729665,15.52759241,0.008533581,18.91905799,0.009411764,11.90337919,0.010291181,4.355705793,0.011171832,3.424715242,0.013629852,2.592252647,0.016397426,3.820350067,0.020505228,3.860361895,0.023964958,4.184003595,0.02899651,1.968407414,0.034621246,11.72665794,0.0409404,32.82013663,0.048153841,11.78292684
0.001803619,21922.27752,0.002726437,3190.933587,0.003650486,1551.654283,0.004575766,219.1622754,0.005502276,59.70202435,0.006352657,15.15819772,0.007281524,20.41038026,0.00821162,13.23018134,0.009142944,17.78428899,0.010075497,11.80078989,0.011009277,6.116465747,0.011944284,4.753557618,0.014462077,4.352720173,0.017339495,4.209988513,0.021522004,4.316774078,0.025106376,3.486943244,0.030216387,2.916220054,0.035989359,22.5045018,0.042545165,33.82869371,0.049936176,5.009174079
0.001909459,21285.81734,0.002886313,3450.088869,0.003864391,1726.440263,0.004843694,264.376536,0.00582422,89.76505641,0.006805969,18.04606651,0.007788941,14.75589968,0.008773136,11.89777497,0.009758552,17.38138634,0.010745189,12.66215716,0.011691865,7.577353892,0.012639656,6.214759552,0.015298821,5.049506176,0.018289501,5.380097883,0.022545168,3.063288347,0.026196058,6.900228326,0.03151093,7.11510258,0.037439991,33.98577052,0.044164061,25.85932174,0.051733071,1.513628023
0.002057637,17038.15826,0.00304531,3652.497082,0.00407712,1883.731029,0.005110147,319.7089581,0.006144391,132.2429488,0.00717985,27.27926155,0.008216526,9.901607723,0.009254416,7.874768558,0.010293521,16.38084768,0.01133384,10.99809448,0.012375373,9.469658393,0.013418119,8.605759732,0.016187741,4.683300832,0.019194673,5.512430748,0.023574295,3.686197143,0.027353541,3.363734188,0.03281633,13.17377743,0.038902988,43.09310622,0.045796248,17.51946194,,
0.002209651,21378.77864,0.003293769,3964.02845,0.004379097,2075.812124,0.005465634,440.8019569,0.006553381,183.6425667,0.007642337,41.29300116,0.0087325,14.81631417,0.009823871,15.74648636,0.010916449,13.12207197,0.012010234,11.16206628,0.013105224,9.667146692,0.01420142,7.873243182,0.01703479,5.155927138,0.020157254,5.205033359,0.024669991,3.321409543,0.028519369,5.134541291,0.034131973,31.62614898,0.04037763,46.78578468,0.04744089,7.123599318,,
0.002318074,21366.5802,0.003455286,4276.982966,0.0045937,2264.160055,0.005733316,499.1535099,0.006874134,245.1591733,0.008016152,59.78681913,0.009207033,13.02854433,0.01039921,7.838716285,0.011544927,10.26340395,0.012691843,9.898040055,0.013839957,9.433031462,0.014989267,8.503014276,0.017937746,6.40903093,0.02112663,5.479052327,0.025775007,3.587983133,0.029760334,10.70590201,0.03545725,39.10862563,0.041942503,35.36531878,0.049182132,2.951574645,,
0.002425792,21592.39185,0.003615751,4659.36403,0.004806905,2499.98536,0.006048961,513.8740714,0.007292308,324.8317123,0.00848714,88.27345786,0.009683164,27.13296278,0.010930292,9.788789204,0.012178707,7.638410575,0.013378403,6.741727594,0.014579288,8.900408843,0.015781363,8.73435644,0.018793767,5.777836073,0.022102415,3.511849981,0.026823661,7.377787487,0.030943349,20.75867959,0.036866914,46.07827109,0.043440135,24.64616466,0.051111434,1.466848508,,
0.002532771,21050.87718,0.003775115,4824.140675,0.005122326,2631.95323,0.00636714,734.2159268,0.007613138,416.1553141,0.008912315,99.87129805,0.01021277,46.09189084,0.011462417,18.09804071,0.012765393,5.827901183,0.014069645,7.172801456,0.015322935,8.700342507,0.016629703,6.201484592,0.019709356,3.710812713,0.023084195,3.421051829,0.027943782,13.51537009,0.032204493,35.55444959,0.038288849,52.57139296,0.045113362,10.09386334,0.052884095,1.394945732,,
0.002638978,21027.07294,0.004041244,5223.728311,0.00533687,2940.453678,0.006687733,716.9497624,0.008039868,525.0193457,0.009339118,174.5637025,0.010747965,73.11951168,0.012049661,28.92238632,0.013406845,8.293187122,0.014765296,6.408749207,0.016070607,5.279746756,0.017486017,5.512188438,0.020631777,3.088435444,0.024134633,5.714195361,0.029141046,29.67426633,0.033475856,52.84454121,0.039722342,44.72082509,0.046802641,3.73361579,0.054849992,1.195893728,,
0.002800442,16676.81571,0.004202561,5602.546846,0.005605951,2502.781294,0.007010603,1002.068861,0.008416525,524.1460695,0.009823707,232.1125804,0.011232158,94.38912873,0.012641867,48.68054977,0.014052845,15.24172738,0.015465079,9.961913322,0.016878579,4.358337078,0.018293335,4.814924772,0.021560653,3.537301163,0.025129263,10.91713148,0.030278377,51.56726817,0.034756836,62.41329336,0.041166668,30.85167198,0.048507042,1.82091539,,,,
0.002965335,21119.91709,0.004362597,5897.085205,0.005877604,3327.307661,0.007335625,969.8683565,0.008794896,785.3592454,0.010255427,252.9777323,0.011717206,174.4467891,0.013238788,74.2552866,0.014703127,30.08733884,0.016168713,17.76680605,0.017694251,7.173140387,0.01910364,6.077243939,0.022495583,8.371960645,0.026195831,21.09594667,0.031495818,64.32306861,0.036124096,65.89582414,0.042704138,17.4523988,0.050225624,1.394945732,,,,
0.003073267,20962.31241,0.004581666,5029.86788,0.006091307,3506.412055,0.007662657,1287.644052,0.009235352,888.9752642,0.01074883,312.3287464,0.012263546,236.5175736,0.013840171,111.4997184,0.015357424,48.12722428,0.016875913,35.00765658,0.018456459,14.34848923,0.020038345,8.336737953,0.023501269,16.68310504,0.027270785,38.02431212,0.032723477,86.91999598,0.03750358,56.50926468,0.044254671,6.18064776,0.05195743,1.832007413,,,,
0.003180262,20423.92955,0.00480355,6420.795484,0.006428173,3595.258766,0.007991572,1221.533841,0.009618812,816.7894104,0.011184721,464.5773717,0.012814575,318.5996134,0.01444576,156.1104884,0.016078275,89.40057974,0.017649257,43.80329409,0.019284378,23.79530481,0.020857859,17.9066936,0.024449177,29.97320082,0.028353633,57.12681226,0.033960761,83.5031082,0.03889458,41.07694111,0.045904164,2.554339644,0.053885724,1.404547573,,,,
0.003350779,16084.99744,0.004963611,6629.573489,0.006642256,3746.154679,0.008322224,1659.636618,0.010003512,1157.282404,0.011686121,564.4672093,0.013370049,393.814332,0.015055295,213.9890704,0.016741859,139.313897,0.01842974,81.72062806,0.020118935,49.75021562,0.021809446,30.17581549,0.0254711,50.74898351,0.029517128,92.39464867,0.035286218,73.966188,0.040296377,21.77354562,0.047568643,1.496396331,0.055832174,0.794897558,,,,
0.003457863,16027.4834,0.005188759,5658.002718,0.006987613,3864.764131,0.008721178,1813.95218,0.010456052,1290.992141,0.012192234,660.8733364,0.013929721,480.1364316,0.015668514,278.7524301,0.017408611,198.8571427,0.019150011,127.4733799,0.020959769,69.89590841,0.022703823,48.02694242,0.026501469,79.47318331,0.030691459,92.15654217,0.036623874,53.99042596,0.041793095,9.956308773,0.049247168,1.908341055,0.057795615,0.618233573,,,,
0.003632479,19871.81157,0.005416421,7186.26232,0.007201659,3975.619812,0.009056935,1595.349437,0.010844814,1139.132542,0.012702825,761.218119,0.01449334,574.2236672,0.016285147,348.9387663,0.018147239,215.1467477,0.019941676,145.7848135,0.021806492,118.4309284,0.023603555,86.0952929,0.027539798,103.9064954,0.031798846,102.8636069,0.037973027,34.5859557,0.043302802,4.147640609,0.050938787,1.838680459,0.059483276,0.517846263,,,,
0.003739442,19273.97391,0.005646494,5953.522673,0.007554925,4026.674578,0.009393983,2071.313014,0.011305131,1205.855124,0.013217656,834.0980659,0.015060652,642.8098006,0.016975887,345.9068431,0.018892495,309.403609,0.02073942,219.052695,0.022658731,142.0929583,0.024579412,120.3125288,0.028585592,118.597765,0.033070257,90.92147558,0.039332962,14.30378482,0.044913154,1.192044535,0.052830111,1.512869546,,,,,,
0.003917871,14803.20206,0.005878857,7367.581938,0.007841216,3199.110566,0.009804939,2120.145651,0.011770031,1223.512728,0.013736485,899.6566566,0.015704307,572.2104215,0.017673487,453.5101201,0.019644032,300.074362,0.021615934,247.2631402,0.023589199,170.4536329,0.025563818,145.9388969,0.029715486,143.7969942,0.034273527,80.09375428,0.040702957,6.120298948,0.046538373,1.577561939,0.054739356,0.82431143,,,,,,
0.004024498,14386.90201,0.006113405,5967.536351,0.008129085,3937.249012,0.01014612,1789.197753,0.012239285,1249.841834,0.014259066,947.0810767,0.016280199,608.6234178,0.01837761,408.0503572,0.020401481,389.5389997,0.022426701,240.42251,0.024528346,193.9690087,0.026556297,166.3687414,0.030855699,118.8625856,0.035485236,45.38462746,0.042259158,1.648572229,0.048177525,2.885706831,0.056665358,0.466061637,,,,,,
0.004206426,17833.99976,0.006350012,7630.824931,0.008418406,3176.273898,0.010564815,1845.709224,0.012712659,1270.930331,0.01478515,994.3899432,0.016935809,761.1957002,0.019011016,435.0727332,0.021164484,341.9269446,0.023319381,252.2124474,0.025398666,242.5113264,0.027556364,184.9390975,0.031924669,97.85607683,0.036789512,23.30987155,0.043740827,1.79808135,0.04982966,1.666720686,0.058705717,3.187447733,,,,,,
0.004390959,13939.37835,0.006588569,6119.353911,0.0087876,3066.449038,0.010988049,1820.737036,0.013189916,1236.657477,0.015393198,793.8636203,0.017597895,601.3358282,0.019804005,419.0915684,0.022011526,331.3554797,0.024220458,244.8483985,0.026430798,188.8407696,0.028642546,148.4841753,0.033164712,64.33893942,0.038104632,10.54613496,0.045233771,1.966366602,0.051684681,1.05614902,0.060763657,2.018043943,,,,,,
0.00449762,13513.18307,0.006828948,7601.235611,0.009081314,3687.227024,0.0114156,1788.191046,0.013670816,1161.962401,0.015927429,789.6068392,0.018185439,561.2843678,0.020444843,386.8015812,0.022786407,359.1657187,0.025129468,220.4085653,0.027393147,167.0964742,0.029658214,120.7435957,0.034417019,37.23524936,0.039606658,2.637715567,0.046924516,3.487292512,0.053557407,1.087477152,,,,,,,,
0.004767403,13070.67202,0.007071034,6004.665619,0.009376048,2814.727913,0.011764839,2137.818166,0.014155115,1077.803094,0.01646437,700.6299061,0.018940099,495.5558296,0.021252205,330.6306609,0.023648333,285.6152188,0.026045938,173.7604456,0.02836226,129.5588894,0.03076275,101.8615968,0.035680901,16.48940047,0.040944857,1.577561939,0.048631593,2.060778576,0.055446672,3.515567353,,,,,,,,
0.004875001,12611.01892,0.007314697,7377.422984,0.00975586,2624.075995,0.012282738,1619.632439,0.014642567,974.5241754,0.017172465,622.2524802,0.019535109,407.2920738,0.022068019,272.3016813,0.024433472,184.5364831,0.026969388,123.3606839,0.029422246,102.7921608,0.031876557,55.17174143,0.036955657,5.808046776,0.042475497,2.655871774,0.050353966,0.911409423,0.057351295,2.411169387,,,,,,,,
0.005067044,15099.94087,0.007559819,5733.683204,0.010140068,2435.322591,0.012721859,1506.124642,0.015132921,843.5643447,0.017717689,538.7886314,0.020303993,317.9267689,0.022891832,200.5283073,0.025394865,149.7871511,0.027899332,78.09703782,0.030491662,49.67052535,0.033085519,30.07039442,0.038240575,1.781118318,0.044020885,3.256515801,0.052090568,3.593691072,0.059473907,2.850744229,,,,,,,,
0.005261181,11475.76201,0.007894055,5466.031446,0.010528451,2214.108592,0.013164366,1313.759891,0.015801799,687.9111472,0.018440747,420.994622,0.021081209,220.5028763,0.023723183,136.0959782,0.026366666,69.62047337,0.029011657,39.6164588,0.031658154,19.63069085,0.034306154,10.44941167,0.039534936,2.323887802,0.045580093,2.807810809,0.054040912,2.536969529,0.061615645,3.033069781,,,,,,,,
0.005367779,10819.45411,0.00814348,6471.667964,0.010920784,1921.215996,0.013610018,1163.324707,0.016300745,532.0200416,0.018992965,320.6267418,0.021866308,142.7948,0.024561606,82.26222175,0.027258389,35.18980906,0.029956656,18.06562866,0.032656405,7.226251462,0.035537769,3.613125731,0.041025187,3.846278506,0.047152179,1.89013886,0.055907761,3.885458802,0.063880066,0.407988849,,,,,,,,
0.005655269,10301.10512,0.008393952,4905.012108,0.01131684,1685.508162,0.014058569,993.9089369,0.016984701,394.4735701,0.019729467,222.7101706,0.022475698,84.42607773,0.025406626,41.52353369,0.028155882,14.47960861,0.03109003,6.18000932,0.0338423,2.528185631,0.03677966,1.915292144,0.042530184,4.198836348,0.048834825,4.499926212,0.057995425,4.086662441,,,,,,,,,,
0.005762007,9702.699084,0.008738372,4559.634959,0.011716388,1447.021258,0.014509774,809.180072,0.01749098,286.0349115,0.020473829,143.9533835,0.023365031,35.28319482,0.026257765,18.23136012,0.029245425,4.461683066,0.032234719,2.974455378,0.035038662,2.820604237,0.038031112,3.512934368,0.044049003,3.676708467,0.050631879,3.228870309,0.060101926,0.622719823,,,,,,,,,,
0.006056348,9189.526864,0.009086959,4209.346319,0.012119192,1201.846065,0.015153045,638.2746444,0.018188515,182.9971375,0.021225599,82.45690276,0.024264296,16.69230646,0.027304602,6.439933049,0.030346515,3.915479294,0.033390032,3.966998758,0.036435151,5.692900815,0.03948187,4.945868582,0.045580707,6.588433632,0.052445182,4.645657263,0.062225849,0.151790191,,,,,,,,,,
0.006259219,7126.082424,0.009439493,3816.060896,0.012525016,965.3948956,0.01561213,475.0980539,0.018797383,89.19384032,0.021887722,33.76357634,0.025076289,7.32752462,0.028169841,4.142770103,0.031361721,5.841305846,0.034555272,5.618631953,0.037653648,6.809678357,0.040850494,4.163483954,0.047224541,4.528805109,0.054273558,4.618779947,0.064581465,0.26305469,,,,,,,,,,
0.006463477,8028.149607,0.009697718,2879.306953,0.012933619,810.0388006,0.016171186,307.9324506,0.019410406,78.07163648,0.022749519,32.89008568,0.025893815,17.34346561,0.02923633,17.34346561,0.032482209,16.43723047,0.035729728,14.42684677,0.039077374,12.39563007,0.042229689,8.411320408,0.048882495,5.701488459,0.056325561,0.708612212,0.06673874,0.073957204,,,,,,,,,,
0.006669011,6332.569477,0.010055863,2293.818821,0.013444449,513.1597456,0.016735022,236.5566835,0.020127014,64.07944729,0.02352073,32.9177038,0.026916166,23.82340188,0.03021338,18.70228777,0.033612197,13.77511554,0.037012725,10.25271157,0.04041496,7.254474851,0.0438189,4.696538632,0.05065682,6.092745437,0.058396163,0.260211755,,,,,,,,,,,,
