$q_z (\AA^{-1})$,qx = 0.00613,$q_z (\AA^{-1})$,qx = 0.00919,$q_z (\AA^{-1})$,qx = 0.01226,$q_z (\AA^{-1})$,qx = 0.01532,$q_z (\AA^{-1})$,qx = 0.01839,$q_z (\AA^{-1})$,qx = 0.02145,$q_z (\AA^{-1})$,qx = 0.02452,$q_z (\AA^{-1})$,qx = 0.02758,$q_z (\AA^{-1})$,qx = 0.03065,$q_z (\AA^{-1})$,qx = 0.03371,$q_z (\AA^{-1})$,qx = 0.03678,$q_z (\AA^{-1})$,qx = 0.03984,$q_z (\AA^{-1})$,qx = 0.04291,$q_z (\AA^{-1})$,qx = 0.04597,$q_z (\AA^{-1})$,qx = 0.04904,$q_z (\AA^{-1})$,qx = 0.0521,$q_z (\AA^{-1})$,qx = 0.05517,$q_z (\AA^{-1})$,qx = 0.05823,$q_z (\AA^{-1})$,qx = 0.0613,$q_z (\AA^{-1})$,qx = 0.06436
-0.006252598,7441.575081,-0.009328368,3325.629414,-0.012498573,1053.221622,-0.015571072,516.6034319,-0.018641956,128.0633808,-0.021711222,53.75244209,-0.024778869,8.389109459,-0.027940677,4.515619413,-0.031005026,5.302745732,-0.034163432,6.162370529,-0.037224472,7.456986186,-0.040283878,6.058801276,-0.040343116,3.641143652,-0.040420024,2.213675624,-0.038704157,27.71621091,-0.038239632,56.74563771,-0.036195785,45.12768786,-0.034001657,5.414222921,-0.031579595,1.993323963,-0.028987219,1.627112509
-0.006049821,9429.272691,-0.009072282,4357.413259,-0.012093105,1246.874077,-0.015017962,580.0267379,-0.017941281,213.3163423,-0.02095728,102.2918966,-0.023971631,25.45061541,-0.026984332,10.20085395,-0.029995381,4.070037687,-0.033004774,3.606362507,-0.035918541,5.58470994,-0.038830755,4.894349117,-0.039046982,2.17066443,-0.038915554,6.188486522,-0.037354418,48.56465589,-0.036859471,69.92802039,-0.034869536,29.262748,-0.032652108,2.393866289,-0.030268298,2.623913539,-0.027648933,1.593885813
-0.005755776,10051.63347,-0.00872406,4674.869463,-0.01169068,1498.663957,-0.014470371,882.4644985,-0.017433758,319.959088,-0.020210414,172.5953375,-0.023170558,53.71968979,-0.026129026,27.77013081,-0.028901063,7.743840725,-0.031856274,3.948845932,-0.034625255,2.923171664,-0.037577201,3.307799515,-0.037759863,3.027901141,-0.037598087,17.905668,-0.036015784,73.99711552,-0.035491148,74.30290572,-0.033482992,17.02818442,-0.031313149,1.894296787,-0.028964678,1.859703063,-0.026319532,1.095844667
-0.005648936,10802.37538,-0.008380018,5052.898198,-0.011291533,1797.233537,-0.01401954,1065.183342,-0.016746056,452.672914,-0.019652693,261.6544442,-0.022376121,107.7926419,-0.025098051,59.88480105,-0.027999791,21.93647936,-0.03071862,11.1597689,-0.033435947,4.009344889,-0.036332769,2.962318517,-0.036395557,11.73445258,-0.036291039,38.72365025,-0.034688955,94.70882532,-0.034208969,57.56031584,-0.032177963,8.383312909,-0.029985392,2.624543218,-0.027669273,2.191620931,-0.024999546,1.959418365
-0.005361754,11122.57501,-0.008040371,5281.397482,-0.010895899,2037.421244,-0.013571393,1255.306746,-0.016245373,602.1197697,-0.018917837,371.4649475,-0.021588782,179.282281,-0.024258208,107.2233228,-0.026926111,57.7591226,-0.02959249,28.21800307,-0.032346148,15.029246,-0.03509817,6.844583251,-0.035130414,30.75323769,-0.034995114,70.60669996,-0.033450231,84.3546696,-0.032936062,40.18317573,-0.030948996,4.056273434,-0.028728666,2.956054493,-0.026382613,0.996178633,-0.023781875,1.926464172
-0.005255063,11683.964,-0.007880301,5503.999332,-0.010504006,2289.461024,-0.013126176,1400.043625,-0.015659481,909.5046175,-0.018191345,468.7017661,-0.020809001,265.7244807,-0.023425114,166.7594216,-0.026039683,97.34184947,-0.028652706,58.05510511,-0.03126418,32.81926868,-0.033874104,17.80458007,-0.033959718,52.80039087,-0.033790507,88.7362422,-0.03222078,73.81195361,-0.031673026,23.14534745,-0.029663565,2.542345688,-0.027480083,3.486943244,-0.02510522,1.228674323,-0.022477854,1.162715238
-0.005061045,15194.96567,-0.007546475,5651.893755,-0.010116082,2444.958268,-0.012598557,1868.495234,-0.015079572,875.9867548,-0.017644605,562.8904698,-0.020122654,429.2976634,-0.022599237,235.9349954,-0.025159681,151.8946921,-0.027633289,117.8536905,-0.030105425,68.38548907,-0.032661263,44.68829852,-0.032715732,86.56557617,-0.032594585,101.9574616,-0.031001192,51.67836281,-0.030420468,13.340113,-0.028451224,2.616237702,-0.026240164,2.590097464,-0.02383761,0.8634725,-0.021268262,1.329074862
-0.004869117,12839.85425,-0.007301473,7463.363419,-0.00973235,2720.4941,-0.012161756,2071.48404,-0.014589681,1032.117722,-0.017016131,810.7664414,-0.019441097,454.9461294,-0.021781038,308.3008011,-0.024286583,213.6738226,-0.026623658,154.7936925,-0.029126128,108.0730408,-0.031460329,76.9175307,-0.031484248,118.155874,-0.03133229,108.1983886,-0.029792068,35.18825207,-0.029244553,6.483387865,-0.02724696,3.711675164,-0.02506226,1.693503677,-0.022672768,1.195736383,-0.019982123,0.997020249
-0.004679397,16665.46343,-0.007057931,6016.62219,-0.00935303,2842.064411,-0.01172863,2190.074676,-0.014102728,1131.846796,-0.016393541,749.966495,-0.018682956,533.6909991,-0.021052661,445.2711056,-0.023420859,272.7608559,-0.025705969,198.3783966,-0.028071211,173.315745,-0.030434941,97.66630867,-0.030421229,130.4503709,-0.030231211,88.82950088,-0.028661656,16.93296139,-0.028076162,3.755360297,-0.026051287,3.486943244,-0.02388971,1.228674323,-0.021421811,1.229156109,-0.018782395,0.698074895
-0.004491985,13720.27617,-0.006735867,6096.069296,-0.009058402,3726.78818,-0.01129941,2238.437868,-0.013618962,1231.403787,-0.015857091,794.8325296,-0.018093803,592.5128924,-0.020329097,413.1058976,-0.022562972,320.8272403,-0.024795426,243.4217018,-0.027026458,189.783005,-0.029256065,147.2740237,-0.029288607,145.9008517,-0.029064936,78.3338691,-0.027538781,8.079298725,-0.026915809,2.989985945,-0.024919755,2.955367619,-0.022674467,1.195577307,-0.020265703,1.362301734,-0.01758599,1.097238864
-0.004385252,14087.43613,-0.006575741,6131.543659,-0.0087648,3104.372699,-0.010874327,2278.931109,-0.013060577,1571.959158,-0.015245393,993.9075878,-0.017428776,756.1656954,-0.019610723,508.5583004,-0.02171338,352.800407,-0.023892503,261.4274593,-0.026070187,210.2104515,-0.028246429,161.902931,-0.028240271,116.871706,-0.027979446,48.80414147,-0.026423946,4.885291714,-0.025763997,3.85283507,-0.023740621,2.590064447,-0.021516154,1.121002859,-0.019033251,1.030254257,-0.016393316,0.764930681
-0.004200858,18129.47487,-0.006337337,7530.374081,-0.008396142,3172.992882,-0.01052978,1820.312658,-0.012585847,1593.788979,-0.014716638,973.9524698,-0.016769952,632.0839657,-0.018897891,421.6230724,-0.020948457,412.7902102,-0.023073538,280.3807624,-0.025121342,206.2782241,-0.027243561,159.292072,-0.027127287,90.96191521,-0.026901529,27.3455683,-0.025317648,3.189318341,-0.024621224,4.317167825,-0.022622275,1.843011485,-0.020364545,1.229156109,-0.017887599,1.39614979,-0.015204779,0.96471687
-0.004019062,14817.59126,-0.006100883,6038.57994,-0.00810697,4008.692846,-0.010111691,1806.483359,-0.012115053,1594.911883,-0.014117048,806.3947594,-0.016191751,609.6990777,-0.018190968,481.5287728,-0.020188813,327.4509058,-0.022185294,281.005743,-0.0241804,195.6200217,-0.026174141,167.0024635,-0.026095727,62.04551069,-0.025831681,13.83122745,-0.024220375,3.520694116,-0.023487979,4.283622729,-0.021510118,1.32841923,-0.019261916,1.295847991,-0.016745542,0.897740889,-0.014020778,0.93167935
-0.003912373,15159.32795,-0.005866503,7415.961682,-0.007819253,3229.647781,-0.009770631,2104.918693,-0.011648431,1552.516644,-0.013597099,746.8622966,-0.01554439,683.3805424,-0.017490296,378.3415924,-0.019434824,327.2296591,-0.021377964,195.1432956,-0.023319723,176.7593261,-0.025188253,139.2750204,-0.025072311,39.99538867,-0.02477039,6.713121947,-0.023189885,4.10961168,-0.02247063,3.519831171,-0.020404568,1.170825208,-0.018122753,1.296126324,-0.015607472,0.69841497,-0.012841709,1.26472467
-0.003734092,19329.43618,-0.005634306,5805.412424,-0.007533135,3930.331341,-0.009360319,2016.449968,-0.01125641,1188.277644,-0.01308096,674.0114934,-0.014974319,614.7124641,-0.016796231,384.3742275,-0.018686844,242.8139201,-0.020576063,180.1025958,-0.022393986,138.0231723,-0.024280452,80.42196778,-0.024123254,22.60873717,-0.023718135,4.318868587,-0.02216511,4.715305639,-0.021353546,2.656593132,-0.019306058,1.195935673,-0.016991563,1.19669982,-0.014473777,0.798386375,-0.011667966,0.765667445
-0.003627072,19896.82844,-0.005404415,7107.319457,-0.007180455,3891.254409,-0.009023421,1524.016426,-0.010796802,1103.628214,-0.012568877,600.0306314,-0.014407728,525.9198166,-0.016177138,310.3489132,-0.017945239,226.6488526,-0.019712031,146.0759007,-0.021545386,85.10559623,-0.023309505,57.26102121,-0.023115494,11.66488022,-0.022734834,3.213463733,-0.021093465,4.084332396,-0.020344563,2.62362798,-0.018256901,1.295847991,-0.015903849,0.897740889,-0.01334484,1.031502138,-0.010499934,0.532754371
-0.003452601,16036.75963,-0.005176932,5541.925139,-0.006899947,3083.449397,-0.008621646,1431.307616,-0.010408171,1207.04058,-0.012127182,617.6507506,-0.013844873,436.3818756,-0.015561244,243.9416245,-0.017276293,161.6524708,-0.018990019,95.65490712,-0.020702422,62.63950122,-0.022413501,38.73408648,-0.022178866,4.31056307,-0.021757279,4.682466641,-0.020134341,4.117719354,-0.019245378,1.627530076,-0.017211127,1.429062357,-0.014820377,1.097509238,-0.01222104,0.898620161,-0.009337997,0.699382312
-0.003345466,16323.67884,-0.004951977,6582.880735,-0.006621444,3719.933624,-0.008289582,1591.209301,-0.009956389,1102.713363,-0.011621864,488.363005,-0.013286008,351.4751372,-0.014884886,158.6473559,-0.016546414,96.31003665,-0.018206607,55.43310598,-0.019865464,30.83217271,-0.02145926,22.93096111,-0.021248039,3.421051829,-0.020785864,5.354528411,-0.019129159,2.690048941,-0.018246351,1.494919592,-0.016131695,1.545737268,-0.013741518,0.831652474,-0.011102754,1.131856222,-0.008215633,0.466341772
-0.003175108,20292.33694,-0.004791808,6232.426369,-0.006407167,3442.57015,-0.00795913,1142.373963,-0.009509856,954.2041811,-0.011121291,428.2988755,-0.012731381,263.4842058,-0.014278275,108.0132422,-0.015885726,62.69003864,-0.017430084,38.73692902,-0.019034893,19.03624385,-0.020638352,10.93005973,-0.020323399,3.81073083,-0.019820997,6.076689663,-0.018131314,1.860034373,-0.017250658,1.461982348,-0.015060909,1.662483127,-0.01266764,0.765308038,-0.010032865,1.09880589,-0.007062346,0.533051227
-0.003068067,20933.71507,-0.00457012,4908.802503,-0.006070928,3398.233746,-0.007630439,1180.628236,-0.009128688,670.2189282,-0.01062569,347.9840778,-0.012181239,201.2109901,-0.013675678,75.20501558,-0.015168866,43.84260597,-0.016720446,22.71844127,-0.018211067,7.672456045,-0.019700434,5.978537178,-0.019405344,4.84813115,-0.01891394,4.350171253,-0.017185423,1.494919592,-0.016258655,1.229658307,-0.01403203,1.430087795,-0.011650982,1.065031301,-0.008922064,1.032421508,-0.005940007,0.932976429
-0.002960091,21168.33579,-0.004351261,5783.543691,-0.005857051,3227.315412,-0.007303636,899.3573827,-0.008748964,696.6248421,-0.010193023,212.9027918,-0.011635823,145.6546006,-0.013077353,49.24061995,-0.014517622,24.90673745,-0.016014157,12.71904059,-0.017394357,6.010825972,-0.018888255,5.18060139,-0.018547342,6.27592539,-0.017912452,4.649467306,-0.016243188,1.461982348,-0.015270693,1.562358098,-0.013069178,0.831652474,-0.010583529,1.031986556,-0.007817862,1.16585443,-0.004815859,0.933092503
-0.002795355,16847.76214,-0.004191132,5493.497102,-0.005585633,2433.645615,-0.006978867,917.6914552,-0.008315172,598.6777843,-0.00976151,200.2344578,-0.011095369,95.70078065,-0.012539057,35.59723694,-0.013870468,11.92108961,-0.015311502,6.508450037,-0.016640461,6.242799015,-0.018023539,5.479052327,-0.017590488,5.877712304,-0.017016039,3.520779349,-0.015304949,1.296126324,-0.01428712,1.861981102,-0.012045767,0.898405088,-0.009522116,2.830257595,-0.006749144,0.599682631,-0.003675899,0.566577653
-0.002634059,21247.69331,-0.004029727,5111.757833,-0.005316806,2728.500071,-0.006602704,819.0248663,-0.007994426,471.4913471,-0.009277861,153.4115095,-0.010613512,48.36447265,-0.011947883,21.25181084,-0.013227667,8.06904693,-0.014559514,5.728027141,-0.015890079,6.508367071,-0.017166208,7.504545704,-0.016743182,6.874569517,-0.016123276,2.325430476,-0.01437104,2.892024565,-0.01330828,1.895697775,-0.011027888,0.765491248,-0.008505059,0.799294071,-0.005678371,1.666029338,-0.002553865,1.133242076
-0.002527815,21822.88315,-0.003764122,4874.4167,-0.005102113,2618.105739,-0.006335941,701.8054906,-0.00756858,384.3426113,-0.008851309,88.93775694,-0.010132749,34.53571071,-0.011361713,12.25353582,-0.012589483,6.940349557,-0.01386714,6.276201274,-0.015143505,7.471668183,-0.016367594,8.16902388,-0.015899551,5.44724352,-0.015234492,2.55846911,-0.013441793,2.061479078,-0.012334512,1.563506651,-0.010015885,2.263712445,-0.007452116,0.832753165,-0.004586724,0.666494645,-0.001431052,2.1332713
-0.002420801,22260.28783,-0.003604681,4661.024554,-0.004787363,2469.099613,-0.006018046,478.6792644,-0.007247434,288.8315512,-0.008426419,73.29553104,-0.009604205,21.02223432,-0.01078079,11.72329971,-0.012005119,14.32201983,-0.01322815,11.45761586,-0.01440103,10.62735384,-0.015572708,8.833987882,-0.01505991,5.38171053,-0.01435001,1.728168431,-0.012517535,1.563119218,-0.011366152,1.430793288,-0.009052812,1.165400186,-0.006434866,1.032786753,-0.003517518,0.566577653,-0.000307804,0.799997411
-0.00231305,21996.79971,-0.003444141,4269.908192,-0.004574027,2155.11554,-0.005702706,483.7085816,-0.006830179,212.9739357,-0.007956444,51.94810284,-0.009128351,11.11038389,-0.01025215,6.82566185,-0.011421491,11.35949563,-0.012542821,9.466246362,-0.013662942,9.59910596,-0.014781852,8.768733472,-0.01422457,3.189779669,-0.013470147,1.961258038,-0.01159859,1.530240552,-0.01040353,1.131595758,-0.008048922,0.86590191,-0.00539172,1.03293819,-0.002447241,1.033250128,0.000815537,1.966660303
-0.002204594,22268.28902,-0.003282552,3934.495483,-0.004359298,2051.195782,-0.005434829,396.8181005,-0.006509146,159.3916489,-0.007582249,32.35670405,-0.008654136,11.62715238,-0.009724807,8.1722271,-0.010794262,16.3444542,-0.0118625,12.35800196,-0.012929521,10.06579192,-0.013995325,10.29833496,-0.013393838,2.293146573,-0.012595221,1.529484477,-0.010713669,1.297696238,-0.009494431,11.65146111,-0.007085297,1.132544304,-0.004375556,0.766468842,-0.001376219,1.433291655,0.001938631,0.599982553
-0.00205275,17524.69934,-0.003034636,3647.679186,-0.004058014,1854.823651,-0.005080172,299.7063814,-0.006101108,114.333665,-0.007120822,22.09586958,-0.008139314,12.65943806,-0.009156583,9.536112136,-0.010172629,18.5738212,-0.011187451,12.82557242,-0.012201049,9.004482191,-0.013213422,6.745054925,-0.012568017,1.495874775,-0.011725541,2.095244909,-0.009830091,1.46441804,-0.008539625,0.932320149,-0.006090791,1.232680964,-0.003358058,0.666561945,-0.000304777,0.633331284,0.003061134,0.866596881
-0.001904752,21875.58805,-0.002875578,3362.982534,-0.003845177,1660.105182,-0.004813548,243.5388128,-0.005780691,73.41392433,-0.006746606,15.25440981,-0.007711291,16.91611022,-0.008674747,11.56543489,-0.009596901,15.67814341,-0.010517931,13.39330534,-0.011477798,7.843225958,-0.012436434,5.184505294,-0.011747405,1.795481777,-0.010922893,3.559472589,-0.008924356,10.25328578,-0.007629676,3.730038998,-0.005127831,0.966297016,-0.002329693,0.633282336,0.000766758,1.799994175,0.004192003,0.899858626
-0.001798887,21927.49646,-0.002715645,3136.683195,-0.003631169,1508.672815,-0.004545459,194.2310291,-0.005420492,41.01190008,-0.006294396,12.46562313,-0.007205084,24.93124625,-0.008114535,16.3881392,-0.009022751,18.6485722,-0.00992973,10.4046401,-0.010797754,5.285424205,-0.011664647,4.78679928,-0.010998448,1.563119218,-0.010060033,2.162827063,-0.008068087,1.065508742,-0.006683905,1.232474684,-0.004153638,0.899767771,-0.001315168,2.233268392,0.001838059,0.799976737,0.005326299,1.099716164
-0.001692474,22836.99872,-0.002554884,2868.548137,-0.003416054,1317.185382,-0.004204371,167.5782992,-0.005063164,32.05267469,-0.005920715,13.10036704,-0.006777025,29.95794595,-0.007596488,15.76034005,-0.008414815,17.88831845,-0.009267502,12.83436974,-0.010118946,4.089708493,-0.010969147,2.959219966,-0.010184565,2.428425224,-0.009203309,2.063498147,-0.007171096,0.965813669,-0.005774265,1.265996665,-0.003182871,0.766546237,-0.000300243,0.833330637,0.0029088,0.833266232,0.006449669,0.932976429
-0.001585545,22723.16384,-0.002393345,2579.346256,-0.003132734,1171.640998,-0.003938146,133.5968063,-0.004742312,23.01443614,-0.005545231,13.86852582,-0.006280144,36.68341483,-0.007080673,19.05675131,-0.007879953,16.16331787,-0.008611531,10.34319312,-0.009408419,2.6273706,-0.010204058,2.6273706,-0.009376743,1.99645575,-0.008400674,2.163842778,-0.006314841,1.032613924,-0.004838724,1.432785231,-0.002220811,0.833266232,0.000714774,1.966660303,0.003978655,0.999842918,0.00760375,1.299312367
-0.001478134,22539.57841,-0.002199727,1905.498781,-0.002920176,1026.857943,-0.003670722,104.0896236,-0.004420015,21.25703723,-0.005105768,14.60381744,-0.005852662,40.81750342,-0.006598303,21.82256092,-0.007280707,13.14010909,-0.008023946,7.551404464,-0.008765932,2.095764234,-0.009444984,1.563506651,-0.008627649,2.329755972,-0.007552463,2.230908928,-0.005427736,0.832892543,-0.003930538,1.233015093,-0.001258076,2.266600756,0.001729574,0.466653097,0.005047298,0.699819377,0.008727519,0.766132911
-0.001370272,22744.22284,-0.002010023,2113.414783,-0.002706729,872.850454,-0.003402179,84.7495466,-0.004038571,26.85232984,-0.004731613,25.2884395,-0.005423397,39.96238927,-0.006056428,19.23252373,-0.006745802,10.74758679,-0.007376622,6.455206926,-0.008063585,2.362472638,-0.008749288,1.796810175,-0.007828169,1.964103445,-0.006749611,1.631892062,-0.004572583,1.099579363,-0.003021154,1.533092474,-0.000294957,0.766664186,0.002750692,1.349891296,0.006142293,0.866335256,0.009890643,0.93250975
-0.001261993,22054.36865,-0.001851053,1914.593458,-0.002492457,745.521911,-0.003079303,78.37964734,-0.00371829,32.58330138,-0.004356016,21.46703717,-0.004939489,46.22901493,-0.005574797,17.80599207,-0.006156053,7.621630251,-0.00678894,5.325156507,-0.007420565,1.99693369,-0.007998445,2.629296025,-0.007078691,1.698154557,-0.005911002,1.099234177,-0.003716036,0.933092503,-0.00211085,1.133242076,0.000668252,2.13332643,0.003775681,0.533249556,0.007212217,1.265996665,0.0110134,0.566051519
